nohup: ignoring input
WARNING:root:No sentence-transformers model found with name /data/transformers/bert-base-uncased. Creating a new one with MEAN pooling.
Some weights of the model checkpoint at /data/transformers/bert-base-uncased were not used when initializing BertModel: ['cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.weight', 'cls.seq_relationship.bias', 'cls.predictions.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Add 2 special tokens
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.

Trian : | Epoch [  3/ 10] Iter[3307/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3308/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3309/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3310/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3311/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3312/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3313/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3314/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3315/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3316/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3317/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3318/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3319/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3320/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3321/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3322/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3323/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3324/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3325/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3326/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3327/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3328/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3329/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3330/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3331/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3332/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3333/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3334/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3335/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3336/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3337/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3338/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3339/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3340/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3341/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3342/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3343/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3344/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3345/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3346/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3347/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3348/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3349/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3350/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3351/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3352/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3353/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3354/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3355/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3356/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3357/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3358/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3359/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3360/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3361/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3362/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3363/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3364/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3365/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3366/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3367/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3368/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3369/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3370/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3371/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3372/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3373/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3374/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3375/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3376/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3377/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3378/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3379/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3380/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3381/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3382/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3383/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3384/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3385/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3386/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3387/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3388/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3389/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3390/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3391/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3392/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3393/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3394/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3395/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3396/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3397/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3398/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3399/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3400/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3401/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3402/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3403/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3404/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3405/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3406/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3407/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3408/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3409/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3410/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3411/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3412/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3413/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3414/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3415/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3416/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3417/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3418/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3419/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3420/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3421/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3422/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3423/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3424/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3425/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3426/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3427/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3428/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3429/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3430/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3431/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3432/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3433/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3434/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3435/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3436/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3437/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3438/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3439/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3440/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3441/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3442/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3443/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3444/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3445/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3446/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3447/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3448/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3449/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3450/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3451/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3452/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3453/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3454/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3455/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3456/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3457/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3458/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3459/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3460/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3461/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3462/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3463/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3464/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3465/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3466/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3467/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3468/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3469/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3470/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3471/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3472/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3473/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3474/3645]	 CE-loss: 0.1770
Trian : | Epoch [  3/ 10] Iter[3475/3645]	 CE-loss: 0.1770
Trian : | Epoch [  3/ 10] Iter[3476/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3477/3645]	 CE-loss: 0.1770
Trian : | Epoch [  3/ 10] Iter[3478/3645]	 CE-loss: 0.1770
Trian : | Epoch [  3/ 10] Iter[3479/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3480/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3481/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3482/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3483/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3484/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3485/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3486/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3487/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3488/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3489/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3490/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3491/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3492/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3493/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3494/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3495/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3496/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3497/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3498/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3499/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3500/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3501/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3502/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3503/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3504/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3505/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3506/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3507/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3508/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3509/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3510/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3511/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3512/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3513/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3514/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3515/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3516/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3517/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3518/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3519/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3520/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3521/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3522/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3523/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3524/3645]	 CE-loss: 0.1771
Trian : | Epoch [  3/ 10] Iter[3525/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3526/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3527/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3528/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3529/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3530/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3531/3645]	 CE-loss: 0.1772
Trian : | Epoch [  3/ 10] Iter[3532/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3533/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3534/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3535/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3536/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3537/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3538/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3539/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3540/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3541/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3542/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3543/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3544/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3545/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3546/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3547/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3548/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3549/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3550/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3551/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3552/3645]	 CE-loss: 0.1776
Trian : | Epoch [  3/ 10] Iter[3553/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3554/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3555/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3556/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3557/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3558/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3559/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3560/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3561/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3562/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3563/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3564/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3565/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3566/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3567/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3568/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3569/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3570/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3571/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3572/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3573/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3574/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3575/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3576/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3577/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3578/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3579/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3580/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3581/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3582/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3583/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3584/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3585/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3586/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3587/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3588/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3589/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3590/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3591/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3592/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3593/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3594/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3595/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3596/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3597/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3598/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3599/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3600/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3601/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3602/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3603/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3604/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3605/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3606/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3607/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3608/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3609/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3610/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3611/3645]	 CE-loss: 0.1773
Trian : | Epoch [  3/ 10] Iter[3612/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3613/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3614/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3615/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3616/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3617/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3618/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3619/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3620/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3621/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3622/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3623/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3624/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3625/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3626/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3627/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3628/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3629/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3630/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3631/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3632/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3633/3645]	 CE-loss: 0.1774
Trian : | Epoch [  3/ 10] Iter[3634/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3635/3645]	 CE-loss: 0.1775
Trian : | Epoch [  3/ 10] Iter[3636/3645]	 CE-loss: 0.1774
